nm, A
410.000000, 1.232474
409.000000, 1.237616
408.000000, 1.242752
407.000000, 1.247943
406.000000, 1.253062
405.000000, 1.258302
404.000000, 1.263704
403.000000, 1.268756
402.000000, 1.273991
401.000000, 1.279695
400.000000, 1.285126
399.000000, 1.290699
398.000000, 1.296359
397.000000, 1.302046
396.000000, 1.307865
395.000000, 1.313632
394.000000, 1.319296
393.000000, 1.325448
392.000000, 1.331022
391.000000, 1.337109
390.000000, 1.343218
389.000000, 1.349596
388.000000, 1.355844
387.000000, 1.362238
386.000000, 1.368776
385.000000, 1.375975
384.000000, 1.382050
383.000000, 1.386102
382.000000, 1.398542
381.000000, 1.399034
380.000000, 1.414645
379.000000, 1.419890
378.000000, 1.430182
377.000000, 1.434930
376.000000, 1.442474
375.000000, 1.454014
374.000000, 1.463117
373.000000, 1.468145
372.000000, 1.483878
371.000000, 1.479049
370.000000, 1.496389
369.000000, 1.508185
368.000000, 1.511077
367.000000, 1.526670
366.000000, 1.531663
365.000000, 1.542564
364.000000, 1.552562
363.000000, 1.551605
362.000000, 1.563869
361.000000, 1.581234
360.000000, 1.586361
359.000000, 1.594614
358.000000, 1.606792
357.000000, 1.612671
356.000000, 1.631101
355.000000, 1.622211
354.000000, 1.642460
353.000000, 1.656057
352.000000, 1.661547
351.000000, 1.672614
350.000000, 1.684423
349.000000, 1.690869
348.000000, 1.701052
347.000000, 1.694069
346.000000, 1.712834
345.000000, 1.732368
344.000000, 1.726101
343.000000, 1.744143
342.000000, 1.756441
341.000000, 1.770029
340.000000, 1.769960
339.000000, 1.774634
338.000000, 1.811611
337.000000, 1.822030
336.000000, 1.830776
335.000000, 1.847072
334.000000, 1.857218
333.000000, 1.876702
332.000000, 1.870619
331.000000, 1.853556
330.000000, 1.877768
329.000000, 1.934728
328.000000, 1.907280
327.000000, 1.962917
326.000000, 1.968092
325.000000, 1.976925
324.000000, 1.989192
323.000000, 1.997333
322.000000, 2.016109
321.000000, 2.031707
320.000000, 2.044583
319.000000, 2.060206
318.000000, 2.072644
317.000000, 2.085222
316.000000, 2.100703
315.000000, 2.115995
314.000000, 2.128359
313.000000, 2.141710
312.000000, 2.162609
311.000000, 2.172557
310.000000, 2.193763
309.000000, 2.209200
308.000000, 2.230848
307.000000, 2.241823
306.000000, 2.266798
305.000000, 2.294932
304.000000, 2.320482
303.000000, 2.343960
302.000000, 2.378662
301.000000, 2.411046
300.000000, 2.456429
299.000000, 2.492672
298.000000, 2.563330
297.000000, 2.636593
296.000000, 2.716020
295.000000, 2.794643
294.000000, 2.881091
293.000000, 2.965231
292.000000, 3.064727
291.000000, 3.105594
290.000000, 3.265677
289.000000, 3.390346
288.000000, 3.508441
287.000000, 3.522129
286.000000, 3.598193
285.000000, 3.837062
284.000000, 3.782730
283.000000, 3.711976
282.000000, 3.690740
281.000000, 4.109954
280.000000, 3.757683
279.000000, 3.836729
278.000000, 3.971529
277.000000, 3.933905
276.000000, 3.933892
275.000000, 3.670714
274.000000, 3.837003
273.000000, 4.059029
272.000000, 3.934259
271.000000, 4.059223
270.000000, 4.168573
269.000000, 3.972325
268.000000, 3.899913
267.000000, 3.934763
266.000000, 4.111090
265.000000, 4.059992
264.000000, 4.014260
263.000000, 3.900405
262.000000, 3.973002
261.000000, 4.060152
260.000000, 4.014546
259.000000, 3.935360
258.000000, 3.868514
257.000000, 4.060333
256.000000, 4.111531
255.000000, 4.236588
254.000000, 4.412738
253.000000, 4.111620
252.000000, 4.236625
251.000000, 3.900691
250.000000, 4.169452
249.000000, 4.111473
248.000000, 4.236537
247.000000, 4.169641
246.000000, 4.111829
245.000000, 4.170002
244.000000, 4.237045
243.000000, 3.936183
242.000000, 4.237313
241.000000, 4.316696
240.000000, 4.413694
239.000000, 4.317001
238.000000, 4.237967
237.000000, 4.113145
236.000000, 4.238247
235.000000, 4.113438
234.000000, 4.171655
233.000000, 4.171898
232.000000, 4.415099
231.000000, 4.239337
230.000000, 4.415833
229.000000, 4.240245
228.000000, 4.173848
227.000000, 4.116649
226.000000, 4.175412
225.000000, 4.118389
224.000000, 4.068211
223.000000, 4.245274
222.000000, 4.179129
221.000000, 4.179609
220.000000, 4.246761
219.000000, 3.945825
218.000000, 4.179814
217.000000, 4.179987
216.000000, 4.246876
215.000000, 4.326192
214.000000, 4.071108
213.000000, 4.071522
212.000000, 4.180912
211.000000, 3.946964
210.000000, 4.123374
209.000000, 4.072952
208.000000, 4.249394
207.000000, 4.249561
206.000000, 4.182965
205.000000, 4.251070
204.000000, 4.075531
203.000000, 4.030373
202.000000, 4.031320
201.000000, 4.187851
200.000000, 3.992035
