5
246		246		246		246		246	
PSNf10 con WG280 260:265-510		PSNf10 sin WG280 260:265-510		PVT c NF10 260:265-510		PSCef310 260:265-510		Tolueno 260:265-510	
X	Y	X	Y	X	Y	X	Y	X	Y
395	39578.7	395	43850.9	395	29538.5	395	2812.09	395	4234.74
396	39231.6	396	42521.2	396	30869.5	396	2451.59	396	4826.16
397	39068.3	397	42091.8	397	29213.6	397	2271.37	397	5337.53
398	37140.2	398	40068.8	398	28482.6	398	2521.68	398	4906.37
399	36966.9	399	38405	399	28442	399	2161.24	399	5477.93
400	35305.8	400	36069.9	400	26950.4	400	2201.28	400	5718.65
401	34155	401	36834.4	401	27356.2	401	2261.35	401	5698.59
402	32567.5	402	34531.7	402	26544.8	402	2081.15	402	5116.92
403	32343.7	403	34603	403	25591.8	403	1900.96	403	4705.86
404	30625.6	404	32679.4	404	25247.2	404	2061.12	404	4926.42
405	29396.4	405	31804.7	405	24659.6	405	1630.7	405	5327.51
406	29792.5	406	31113.4	406	24203.8	406	1870.93	406	4595.59
407	29091.7	407	29965.2	407	23464.6	407	2101.17	407	4264.81
408	28117.2	408	29711.2	408	22007.2	408	1951.01	408	4425.18
409	27173.6	409	29365.9	409	22816.7	409	2041.1	409	4605.61
410	25926.3	410	26889.6	410	22179.2	410	1550.64	410	4174.61
411	24933.1	411	28086.7	411	21248.6	411	1710.78	411	4555.49
412	23484.8	412	26767.9	412	22067.9	412	1810.87	412	4234.74
413	24315.2	413	24902.7	413	20561.1	413	1610.69	413	4144.54
414	22654.8	414	24062	414	19479.8	414	1740.8	414	4144.54
415	22260.2	415	24294.9	415	20621.8	415	1640.71	415	4134.52
416	21693.6	416	24132.9	416	18580.8	416	1310.45	416	4114.48
417	22432.2	417	21926.3	417	18055.8	417	1590.67	417	3643.51
418	20854.3	418	22351.2	418	17823.6	418	1310.45	418	3613.46
419	18803	419	21552	419	17329	419	1490.59	419	3873.97
420	18641.4	420	21107.1	420	17339.1	420	1470.57	420	3793.81
421	18267.8	421	20106.3	421	14979.1	421	1470.57	421	3453.16
422	17430	422	18641.4	422	15069.8	422	1340.48	422	3433.12
423	17601.5	423	18873.7	423	14727.1	423	1440.55	423	2842.14
424	15967.1	424	17712.6	424	14001.7	424	1170.36	424	3012.4
425	16562.2	425	17339.1	425	14424.8	425	1250.41	425	2872.18
426	15200.9	426	16774.1	426	14424.8	426	1180.37	426	3182.68
427	15513.4	427	16380.6	427	13739.8	427	1340.48	427	3122.58
428	15039.6	428	16148.7	428	13125.4	428	1220.39	428	3342.96
429	13981.5	429	16168.8	429	11766.5	429	1520.61	429	2972.34
430	14948.9	430	15644.5	430	12571.7	430	1120.33	430	2922.26
431	13790.1	431	14445	431	12018.1	431	1260.42	431	2671.89
432	13044.9	432	14092.3	432	11515	432	1160.36	432	2802.08
433	13578.6	433	13991.6	433	11826.9	433	1220.39	433	2561.74
434	13226.1	434	12762.9	434	10619.8	434	1520.61	434	2511.67
435	11907.4	435	12742.8	435	11112.6	435	1240.41	435	2561.74
436	11676	436	11766.5	436	10619.8	436	1110.33	436	2221.31
437	10891.3	437	11917.5	437	9905.9	437	1110.33	437	2481.63
438	10991.9	438	11897.3	438	9724.97	438	1060.3	438	2321.43
439	10227.6	439	11092.5	439	9162.17	439	1320.46	439	2201.28
440	10368.4	440	10710.3	440	8860.73	440	900.215	440	2091.16
441	10036.6	441	10066.7	441	9403.34	441	1090.31	441	2091.16
442	9343.05	442	10177.3	442	8418.72	442	1210.39	442	2241.33
443	8659.8	443	9353.1	443	8247.97	443	890.21	443	2211.29
444	8971.25	444	9071.73	444	7976.81	444	1200.38	444	1530.62
445	9081.78	445	9624.45	445	8187.71	445	1060.3	445	1971.03
446	8368.5	446	8468.94	446	8047.11	446	870.201	446	1900.96
447	7816.14	447	8649.76	447	7334.21	447	940.234	447	1740.8
448	8428.76	448	8388.59	448	6952.77	448	1190.38	448	1920.98
449	7645.44	449	7976.81	449	7253.9	449	800.17	449	2141.21
450	7625.36	450	7444.64	450	7103.33	450	1260.42	450	1920.98
451	7454.68	451	7675.56	451	6721.94	451	960.244	451	1900.96
452	7053.15	452	7535	452	6370.73	452	860.196	452	1860.92
453	6641.66	453	7253.9	453	6581.45	453	630.105	453	1710.78
454	6681.8	454	6862.45	454	6280.43	454	970.249	454	1810.87
455	6942.74	455	6952.77	455	6340.63	455	890.21	455	1600.68
456	6129.93	456	6571.41	456	6170.06	456	970.249	456	1660.73
457	6571.41	457	6320.56	457	5447.85	457	860.196	457	1790.85
458	5688.56	458	6571.41	458	5558.17	458	850.191	458	1920.98
459	5538.11	459	5608.32	459	5477.93	459	820.178	459	1640.71
460	5758.77	460	5477.93	460	5397.7	460	700.13	460	1350.48
461	5457.88	461	5999.52	461	5227.23	461	850.191	461	1420.53
462	5387.68	462	5066.79	462	4595.59	462	750.149	462	1580.66
463	4896.34	463	5909.23	463	5207.17	463	790.165	463	1520.61
464	4685.81	464	4966.52	464	4695.83	464	830.183	464	1570.65
465	4725.91	465	5066.79	465	4585.56	465	850.191	465	1420.53
466	4896.34	466	4986.58	466	4435.2	466	910.219	466	1480.58
467	4284.86	467	5207.17	467	4324.95	467	810.174	467	1600.68
468	4204.68	468	4144.54	468	4505.37	468	740.145	468	1700.77
469	3994.22	469	4595.59	469	4134.52	469	740.145	469	1560.65
470	3964.16	470	4755.98	470	4134.52	470	1000.27	470	1690.76
471	4054.35	471	4034.31	471	4034.31	471	680.123	471	1490.59
472	3904.03	472	4144.54	472	3984.2	472	690.126	472	1750.81
473	4144.54	473	4194.65	473	4304.9	473	850.191	473	1650.72
474	3713.65	474	3883.99	474	4184.63	474	790.165	474	1380.5
475	3723.67	475	3793.81	475	3413.08	475	700.13	475	1260.42
476	3262.82	476	3453.16	476	3563.36	476	730.141	476	1600.68
477	3332.94	477	3633.49	477	3513.27	477	850.191	477	1390.51
478	3142.61	478	3533.3	478	3483.21	478	720.137	478	1330.47
479	3222.75	479	3202.71	479	3473.19	479	750.149	479	1320.46
480	3062.48	480	3473.19	480	3302.89	480	730.141	480	1340.48
481	2982.35	481	3032.43	481	3352.98	481	540.077	481	1300.45
482	2601.79	482	2982.35	482	2752	482	720.137	482	970.249
483	3012.4	483	3172.66	483	3012.4	483	500.066	483	1430.54
484	3062.48	484	3052.47	484	3032.43	484	860.196	484	1180.37
485	2301.4	485	3022.42	485	3102.55	485	740.145	485	1140.34
486	2691.92	486	2842.14	486	2731.98	486	500.066	486	1040.29
487	2591.78	487	2671.89	487	2611.81	487	560.083	487	1270.43
488	2281.38	488	2691.92	488	2521.68	488	690.126	488	1210.39
489	2451.59	489	2681.9	489	2551.72	489	610.099	489	1140.34
490	2441.58	490	2581.76	490	2321.43	490	820.178	490	1080.31
491	2371.49	491	2752	491	2601.79	491	770.157	491	1230.4
492	2511.67	492	1850.91	492	2491.64	492	690.126	492	1130.34
493	2281.38	493	2431.57	493	2752	493	530.074	493	1090.31
494	2091.16	494	2391.51	494	2531.7	494	610.099	494	1160.36
495	2311.41	495	2341.45	495	2361.48	495	690.126	495	1210.39
496	1900.96	496	2231.32	496	2301.4	496	660.115	496	960.244
497	2251.34	497	2121.19	497	2241.33	497	750.149	497	1080.31
498	2051.11	498	2041.1	498	2311.41	498	560.083	498	860.196
499	1890.95	499	1951.01	499	2011.07	499	680.123	499	870.201
500	1730.79	500	1941	500	1810.87	500	460.056	500	810.174
501	1830.89	501	1800.86	501	2101.17	501	780.161	501	1010.27
502	1690.76	502	2051.11	502	1981.04	502	470.059	502	1030.28
503	1810.87	503	1820.88	503	1810.87	503	530.074	503	1080.31
504	1680.75	504	1650.72	504	1680.75	504	450.054	504	820.178
505	1780.84	505	2181.26	505	1660.73	505	510.069	505	950.239
506	1540.63	506	1590.67	506	1730.79	506	460.056	506	990.26
507	1930.99	507	1760.82	507	1740.8	507	650.112	507	1060.3
508	1810.87	508	1690.76	508	1700.77	508	550.08	508	720.137
509	1560.65	509	1520.61	509	1370.5	509	690.126	509	840.187
510	1520.61	510	1510.6	510	1750.81	510	650.112	510	900.215
