5
246		246		246		246		246	
PSNf10 con WG280 260:265-510		PSNf10 sin WG280 260:265-510		PVT c NF10 260:265-510		PSCef310 260:265-510		Tolueno 260:265-510	
X	Y	X	Y	X	Y	X	Y	X	Y
265	590.092	265	580.089	265	520.072	265	730.141	265	550.08
266	760.153	266	610.099	266	590.092	266	510.069	266	440.051
267	480.061	267	470.059	267	520.072	267	480.061	267	690.126
268	820.178	268	610.099	268	560.083	268	500.066	268	430.049
269	570.086	269	450.054	269	410.045	269	450.054	269	500.066
270	700.13	270	460.056	270	610.099	270	460.056	270	340.031
271	540.077	271	650.112	271	620.102	271	610.099	271	410.045
272	480.061	272	650.112	272	580.089	272	500.066	272	350.032
273	490.064	273	530.074	273	590.092	273	450.054	273	370.036
274	590.092	274	600.095	274	510.069	274	470.059	274	540.077
275	540.077	275	820.178	275	610.099	275	540.077	275	370.036
276	580.089	276	590.092	276	570.086	276	370.036	276	560.083
277	350.032	277	570.086	277	470.059	277	450.054	277	370.036
278	670.119	278	630.105	278	440.051	278	360.034	278	450.054
279	690.126	279	420.047	279	580.089	279	400.042	279	460.056
280	550.08	280	660.115	280	440.051	280	590.092	280	420.047
281	520.072	281	660.115	281	700.13	281	510.069	281	510.069
282	540.077	282	530.074	282	560.083	282	450.054	282	430.049
283	570.086	283	780.161	283	490.064	283	420.047	283	490.064
284	700.13	284	440.051	284	560.083	284	490.064	284	450.054
285	540.077	285	490.064	285	440.051	285	450.054	285	460.056
286	660.115	286	520.072	286	380.038	286	410.045	286	530.074
287	580.089	287	670.119	287	420.047	287	390.04	287	490.064
288	660.115	288	550.08	288	390.04	288	640.109	288	490.064
289	640.109	289	570.086	289	520.072	289	500.066	289	520.072
290	630.105	290	760.153	290	490.064	290	580.089	290	460.056
291	530.074	291	600.095	291	390.04	291	740.145	291	580.089
292	530.074	292	530.074	292	590.092	292	880.205	292	680.123
293	490.064	293	590.092	293	670.119	293	790.165	293	550.08
294	750.149	294	630.105	294	580.089	294	1110.33	294	600.095
295	630.105	295	600.095	295	640.109	295	1310.45	295	650.112
296	610.099	296	590.092	296	560.083	296	1880.94	296	970.249
297	640.109	297	840.187	297	610.099	297	2271.37	297	1170.36
298	590.092	298	790.165	298	580.089	298	3212.73	298	2611.81
299	580.089	299	760.153	299	540.077	299	3443.14	299	3593.42
300	660.115	300	720.137	300	390.04	300	3813.85	300	5016.66
301	490.064	301	870.201	301	540.077	301	4224.72	301	6240.29
302	680.123	302	650.112	302	630.105	302	4886.31	302	7374.37
303	520.072	303	840.187	303	560.083	303	5477.93	303	9946.11
304	680.123	304	830.183	304	550.08	304	5939.33	304	10690.2
305	680.123	305	590.092	305	640.109	305	6932.7	305	12702.5
306	760.153	306	790.165	306	680.123	306	7595.24	306	14646.5
307	600.095	307	670.119	307	630.105	307	7966.77	307	15775.5
308	810.174	308	740.145	308	730.141	308	8408.67	308	17944.7
309	890.21	309	610.099	309	730.141	309	8669.85	309	19712.2
310	690.126	310	860.196	310	900.215	310	9383.25	310	21734.1
311	830.183	311	690.126	311	860.196	311	9192.31	311	23818.9
312	820.178	312	800.17	312	720.137	312	10257.8	312	23302.6
313	1020.28	313	940.234	313	800.17	313	10790.7	313	23991.1
314	860.196	314	1130.34	314	1110.33	314	10760.6	314	24588.7
315	910.219	315	1000.27	315	1820.88	315	10820.9	315	25956.7
316	1090.31	316	1380.5	316	3914.05	316	11585.4	316	24923
317	2091.16	317	2421.55	317	8629.67	317	12692.5	317	26342
318	3733.69	318	3633.49	318	15826	318	13065	318	27691
319	6059.71	319	6902.59	319	28502.9	319	13669.2	319	27396.8
320	12541.5	320	12249.6	320	48891.4	320	14283.8	320	27863.5
321	30239.5	321	31753.9	321	77025.8	321	14928.7	321	29305
322	64650	322	70760.8	322	109675	322	15271.4	322	28888.7
323	106272	323	116520	323	139230	323	15513.4	323	28178.1
324	165962	324	178041	324	166343	324	15110.1	324	28685.6
325	219129	325	241378	325	187476	325	15775.5	325	29203.4
326	258924	326	281766	326	193282	326	15674.7	326	27802.6
327	283119	327	313491	327	194384	327	16178.9	327	28726.2
328	308066	328	335273	328	197648	328	15422.6	328	27893.9
329	334710	329	371245	329	211630	329	14898.5	329	27406.9
330	370184	330	403736	330	230192	330	15926.8	330	27346
331	396831	331	432683	331	239634	331	15573.9	331	25338.4
332	414338	332	455401	332	246835	332	16340.3	332	25368.8
333	432744	333	470441	333	255953	333	15705	333	24365.8
334	467435	334	505039	334	280780	334	15311.8	334	24416.5
335	505569	335	548670	335	299566	335	16300	335	23646.8
336	512333	336	560079	336	305851	336	16481.5	336	24467.1
337	496599	337	540722	337	290349	337	16985.9	337	24416.5
338	469857	338	507561	338	276108	338	15241.2	338	22705.4
339	450762	339	486773	339	266121	339	14757.4	339	21906.1
340	431766	340	475864	340	259231	340	14969	340	21562.2
341	415212	341	448248	341	245041	341	15100.1	341	21157.6
342	391292	342	429895	342	233106	342	14414.8	342	19641.4
343	373572	343	403192	343	218873	343	13800.2	343	18601
344	347848	344	382985	344	208201	344	12511.3	344	19469.7
345	340716	345	368838	345	204943	345	13477.9	345	18176.9
346	338093	346	369100	346	205519	346	13306.7	346	17369.4
347	341740	347	371627	347	206460	347	12521.3	347	18267.8
348	341634	348	369040	348	211652	348	12964.3	348	15795.7
349	337505	349	365540	349	208023	349	12199.2	349	16421
350	328883	350	359090	350	204965	350	11343.9	350	16047.8
351	320865	351	349737	351	203803	351	11183	351	15382.3
352	310062	352	334663	352	196379	352	10770.6	352	14727.1
353	295466	353	320083	353	183329	353	10308	353	14243.5
354	273455	354	292364	354	169553	354	10589.6	354	13256.3
355	250213	355	275364	355	156353	355	9936.06	355	13477.9
356	232534	356	257608	356	146153	356	9282.75	356	12692.5
357	225659	357	242572	357	141270	357	9453.59	357	12551.5
358	214075	358	227695	358	133090	358	8679.9	358	11786.6
359	202575	359	217024	359	126105	359	9152.12	359	11464.7
360	187652	360	201403	360	118952	360	8609.58	360	10971.8
361	176140	361	187004	361	111369	361	7786.02	361	10609.7
362	166256	362	178676	362	103951	362	7735.81	362	9694.81
363	158529	363	169476	363	100273	363	6882.52	363	10026.5
364	150971	364	164810	364	96686.2	364	7414.53	364	8720.08
365	147478	365	160610	365	96286.9	365	7243.87	365	8418.72
366	143807	366	157327	366	92801.5	366	6862.45	366	8569.39
367	136474	367	152083	367	89688.8	367	6230.26	367	7625.36
368	131956	368	143688	368	86444.9	368	6721.94	368	7775.97
369	127161	369	136303	369	81954	369	5618.35	369	8569.39
370	119345	370	128644	370	78222.9	370	5628.38	370	7464.72
371	113137	371	119100	371	72369.3	371	5227.23	371	7444.64
372	104541	372	114738	372	67154.1	372	5046.74	372	7404.49
373	97485.1	373	105861	373	64060.6	373	5136.98	373	6280.43
374	92036	374	99136.4	374	59300.5	374	4645.71	374	6561.38
375	83415.1	375	93504.4	375	58640.6	375	4655.73	375	6099.84
376	81745.4	376	88265	376	54737.1	376	4455.25	376	6390.8
377	78983.1	377	85263.7	377	52865.4	377	4405.13	377	5899.2
378	74696.2	378	81495.1	378	51303.6	378	3954.14	378	5598.29
379	71590.8	379	79764.5	379	48470.9	379	3513.27	379	5678.53
380	68614.6	380	75382.3	380	47158.5	380	3633.49	380	5628.38
381	65798.2	381	72379.7	381	43380.3	381	4144.54	381	6039.64
382	64091.6	382	68645.7	382	43799.7	382	3924.07	382	5738.71
383	62913.4	383	65787.8	383	41877.1	383	3443.14	383	5818.95
384	60352.7	384	64836.1	384	41519.4	384	3373.01	384	5427.79
385	59248.9	385	63275.1	385	39650.2	385	3523.28	385	5648.44
386	57002	386	61725.6	386	39017.3	386	3092.53	386	5447.85
387	54335.9	387	60724.2	387	38619.3	387	3192.7	387	5277.36
388	51416.6	388	56837.2	388	36691.6	388	3122.58	388	4214.7
389	50276.8	389	55745.7	389	36426.6	389	3062.48	389	4926.42
390	49106.9	390	53132.7	390	34694.7	390	2551.72	390	4645.71
391	46953.6	391	51848	391	34399.4	391	2481.63	391	4355.02
392	46051.9	392	49630.2	392	33768.2	392	2701.93	392	4064.37
393	43441.6	393	46984.3	393	32455.6	393	2401.53	393	4735.93
394	41958.9	394	44802.7	394	31286.2	394	2621.82	394	4585.56
