0.92	334090
2.76	285229
4.6	245024
6.44	209792
8.28	179828
10.12	153466
11.96	131749
13.8	112879
15.64	96000
17.48	82130
19.32	70106
21.16	60237
23	51636
24.84	43893
26.68	37653
28.52	32508
30.36	27468
32.2	23616
34.04	20229
35.88	17345
37.72	14684
39.56	12700
41.4	10720
43.24	9295
45.08	7939
46.92	6815
48.76	5952
50.6	5038
52.44	4309
54.28	3609
56.12	3040
57.96	2618
59.8	2196
61.64	1949
63.48	1661
65.32	1433
67.16	1256
69	1000
70.84	863
72.68	768
74.52	653
76.36	561
78.2	501
80.04	369
81.88	367
83.72	296
85.56	255
87.4	226
89.24	182
91.08	140
92.92	113
94.76	131
96.6	93
98.44	76
100.28	61
102.12	64
103.96	45
105.8	46
107.64	45
109.48	25
111.32	27
113.16	27
115	23
116.84	15
118.68	18
120.52	14
122.36	13
124.2	10
126.04	6
127.88	11
129.72	7
131.56	8
133.4	7
135.24	5
137.08	7
138.92	3
140.76	2
142.6	1
144.44	1
146.28	4
148.12	1
149.96	1
151.8	2
153.64	4
155.48	2
157.32	0
159.16	2
161	0
162.84	1
164.68	0
166.52	1
168.36	0
170.2	1
172.04	0
173.88	0
175.72	1
177.56	0
179.4	0
181.24	0
183.08	0
