246375	0
249125	0
251875	0
254625	0
257375	0
260125	0
262875	0
265625	38142
268375	19455
271125	9470
273875	7144
276625	5818
279375	2524
282125	2302
284875	1607
287625	1934
290375	879
293125	789
295875	759
298625	294
301375	657
304125	485
306875	1018
309625	641
312375	471
315125	411
317875	3816
320625	34526
323375	151197
326125	272866
328875	329095
331625	391128
334375	430603
337125	419415
339875	355901
342625	293206
345375	255237
348125	238621
350875	223315
353625	188445
356375	142765
359125	120786
361875	99854
364625	90214
367375	77920
370125	66302
372875	51739
375625	44631
378375	39385
381125	32849
383875	29808
386625	26068
389375	23803
392125	19812
394875	18031
397625	15302
400375	13843
403125	13083
405875	11263
408625	10044
411375	9098
414125	7703
416875	6557
419625	5880
422375	5223
425125	4593
427875	4275
430625	3678
433375	2997
436125	2843
438875	1852
441625	1548
444375	1566
447125	934
449875	704
452625	423
455375	337
458125	343
460875	461
463625	740
466375	814
469125	1185
471875	1080
474625	1161
477375	1414
480125	1424
482875	1708
485625	1810
488375	1949
491125	1869
493875	1837
496625	1556
499375	1204
502125	0
504875	0
507625	0
510375	0
513125	0
515875	0
518625	0
