258740	0
260220	0
261700	0
263180	0
264660	0
266140	0
267620	0
269100	9615
270580	9161
272060	6097
273540	5818
275020	0
276500	0
277980	0
279460	5856
280940	26809
282420	1850
283900	539
285380	3250
286860	12060
288340	16668
289820	29776
291300	42394
292780	54432
294260	95271
295740	135690
297220	163085
298700	184655
300180	224495
301660	241281
303140	252159
304620	264364
306100	262965
307580	299946
309060	309366
310540	318966
312020	344950
313500	332310
314980	328640
316460	328509
317940	339863
319420	339320
320900	335745
322380	349132
323860	343510
325340	323309
326820	318967
328300	314527
329780	301898
331260	301065
332740	298883
334220	290620
335700	273144
337180	262869
338660	246566
340140	229971
341620	230602
343100	212205
344580	194241
346060	178103
347540	174885
349020	163175
350500	158824
351980	143355
353460	129305
354940	114359
356420	95580
357900	85736
359380	83345
360860	79670
362340	72403
363820	62586
365300	59534
366780	50222
368260	43170
369740	39950
371220	33031
372700	27234
374180	24074
375660	22769
377140	23167
378620	21127
380100	16825
381580	11682
383060	6178
384540	8368
386020	8469
387500	4250
388980	3529
390460	2670
391940	1136
393420	1096
394900	206
396380	0
397860	0
399340	0
400820	0
402300	0
403780	0
405260	0
