3
236		236		236	
10% CeF3260:265-500		5% CeF3260:265-500		7c3% CeF3 260:265-500	
X	Y	X	Y	X	Y
265	576.756	265	436.721	265	536.744
266	530.075	266	500.066	266	540.078
267	363.371	267	423.383	267	496.735
268	510.071	268	460.057	268	473.394
269	526.741	269	476.728	269	433.385
270	460.059	270	486.731	270	403.378
271	353.369	271	443.386	271	450.054
272	406.711	272	460.056	272	450.055
273	426.716	273	516.739	273	426.715
274	463.391	274	446.72	274	440.052
275	343.365	275	436.718	275	350.033
276	440.052	276	420.05	276	373.37
277	433.383	277	400.043	277	406.711
278	423.382	278	416.713	278	433.383
279	353.368	279	536.744	279	363.369
280	403.377	280	406.713	280	340.031
281	376.705	281	430.049	281	493.398
282	440.052	282	410.047	282	313.36
283	370.037	283	446.72	283	403.379
284	420.048	284	456.724	284	470.059
285	473.394	285	426.716	285	420.047
286	480.061	286	573.421	286	486.73
287	560.085	287	566.752	287	446.72
288	543.412	288	780.168	288	393.376
289	846.857	289	986.926	289	553.415
290	910.221	290	1563.99	290	576.759
291	1320.46	291	1944.34	291	703.465
292	1660.73	292	2772.04	292	1073.64
293	2418.23	293	3833.89	293	1357.16
294	3389.71	294	5009.98	294	2131.2
295	4749.32	295	6648.39	295	2928.94
296	6106.53	296	8984.66	296	3279.52
297	7842.98	297	11048.9	297	4234.76
298	9111.93	298	13283.2	298	5157.03
299	11354	299	15234.5	299	6270.4
300	13253	300	17981.9	300	7006.31
301	15657.9	301	20942	301	8492.38
302	17177.7	302	23282.3	302	9406.71
303	19991.9	303	26200	303	10388.5
304	22293.9	304	29061.4	304	11766.5
305	24777.8	305	31984.6	305	13390.7
306	27951.5	306	34504.7	306	15372.3
307	30493.6	307	38095.9	307	16952.4
308	32604.8	308	41240.2	308	18628
309	35584.3	309	43346.3	309	21110.5
310	37810.2	310	45813.3	310	22638
311	39255.5	311	47363.6	311	25274.3
312	41240.1	312	50287.3	312	28502.9
313	42828.4	313	52982.3	313	30933.9
314	45806.6	314	54123.3	314	34046.6
315	46338.8	315	57620.2	315	37035
316	49493.4	316	58616.6	316	41001.9
317	51567.3	317	61866.8	317	45857.4
318	52609	318	63471.7	318	52584.6
319	56164.6	319	66539.9	319	60600.5
320	57472.6	320	69803.2	320	68400.7
321	59383.3	321	72497.4	321	75597.5
322	61787.5	322	73504.7	322	78851.5
323	62820.7	323	75583.7	323	81801.1
324	62452.2	324	76301.1	324	83411.6
325	64236.4	325	77490.8	325	83940.7
326	65187.9	326	76148.8	326	82315.8
327	64819	327	78465.9	327	83098.9
328	66505.6	328	78163.9	328	82757.5
329	67430.5	329	79208.9	329	86211.4
330	68190	330	78580.6	330	88178.7
331	67630.6	331	80960.2	331	92707.4
332	68349.5	332	81241.4	332	94316.1
333	68577.4	333	82076	333	96665.3
334	70446.2	334	80810.5	334	100442
335	69230.1	335	81933.2	335	102801
336	69620.6	336	81099	336	104324
337	69602.8	337	79528.4	337	101565
338	67879.2	338	79684.8	338	99220.9
339	68044.9	339	77900.5	339	96816.1
340	67562	340	77015.7	340	95310.2
341	65223.3	341	75354.9	341	91649
342	65019	342	72950.8	342	90810.4
343	63674.8	343	71981.8	343	87863.9
344	62114.6	344	71591.3	344	85407.1
345	61522.7	345	69340.2	345	83578.7
346	60308.1	346	67506.4	346	82719.5
347	58506.7	347	68014	347	83374.1
348	58290.3	348	65525.8	348	82333.2
349	57300.8	349	65112.3	349	81700.2
350	57084.7	350	62948	350	80056.7
351	54442.2	351	61753.7	351	77948.8
352	53324.7	352	61426.4	352	75649.3
353	51389.2	353	59524	353	72798.9
354	49048.7	354	55697.7	354	68165.8
355	47578.9	355	53917.8	355	66778
356	46451.7	356	51872.3	356	62627.8
357	44301.2	357	50037.3	357	60782.8
358	42708.7	358	47285	358	57379.9
359	40695.4	359	45796.3	359	55533.4
360	39350.8	360	44724.3	360	51783.2
361	37884.8	361	42592.8	361	50485.6
362	36318	362	41233.4	362	48436.9
363	34837.3	363	40419.7	363	46745.6
364	32676.1	364	36977.2	364	44202.2
365	31994.5	365	36375.8	365	42150
366	31167.7	366	34735.4	366	42507.9
367	29173	367	33361.1	367	40480.9
368	28262.7	368	31689.6	368	38367.7
369	27149.9	369	29846.8	369	36810.7
370	25818.2	370	29007.1	370	34746
371	24892.6	371	27122.9	371	33890.4
372	23613.2	372	26335.4	372	31991.2
373	22435.6	373	25740.5	373	29691
374	21518.3	374	23437.6	374	28421.7
375	20207.4	375	22840.3	375	27437.4
376	20140	376	21592.5	376	26287.9
377	18685.3	377	21258.8	377	24733.9
378	18197.1	378	20002.1	378	24301.8
379	16925.4	379	18756	379	22985.5
380	16484.9	380	19072.4	380	21956.7
381	15866.3	381	17729.4	381	20146.8
382	15563.9	382	17595	382	20130
383	14723.9	383	16612.7	383	19025.2
384	14021.8	384	15984	384	18527
385	13185.8	385	15093.3	385	18294.7
386	13172.5	386	14468.5	386	17726
387	12212.7	387	14203.2	387	17046.5
388	12112.1	388	13165.7	388	16337
389	11307.1	389	12407.3	389	15526.8
390	11270.2	390	12065.1	390	15321.9
391	10623.1	391	11686.1	391	14696.9
392	10076.8	392	10877.9	392	13854
393	9601.04	393	10790.8	393	13034.8
394	9302.86	394	10891.3	394	12930.8
395	9051.65	395	10391.8	395	12773.1
396	8941.17	396	10167.3	396	11458
397	8201.12	397	9714.92	397	11189.7
398	8582.79	398	9852.3	398	11307.1
399	7889.79	399	9714.92	399	10586.2
400	7672.22	400	9165.59	400	10036.6
401	7290.73	401	9135.37	401	9302.86
402	7320.84	402	8887.54	402	9949.47
403	6969.52	403	8448.85	403	9450.35
404	6738.72	404	8154.26	404	9239.21
405	6614.93	405	7682.26	405	8686.6
406	6330.59	406	7371.04	406	8077.24
407	6183.45	407	7110.03	407	8117.43
408	5768.8	408	6976.2	408	8311.6
409	5695.25	409	6946.09	409	7535.03
410	6116.57	410	6507.9	410	7702.35
411	5705.27	411	7023.05	411	7344.29
412	5457.89	412	6895.94	412	7217.21
413	5290.77	413	6143.34	413	7083.27
414	5467.91	414	6039.66	414	6892.57
415	4989.92	415	6170.09	415	6538.01
416	4993.3	416	6093.16	416	6588.17
417	4879.69	417	5895.89	417	6273.76
418	4649.05	418	5788.87	418	6451.06
419	4485.33	419	5541.46	419	5972.8
420	4214.7	420	5394.36	420	5989.49
421	4321.65	421	5053.46	421	5628.4
422	4067.73	422	4916.41	422	5541.5
423	3797.15	423	5147.01	423	5344.23
424	3773.77	424	4792.75	424	5324.16
425	3730.35	425	4692.52	425	4936.45
426	3757.07	426	4311.58	426	4946.52
427	3560.02	427	4699.18	427	4909.71
428	3399.73	428	4495.35	428	4665.76
