2
246,0,091,
Fluo 260:265-510,0,0Exc 200-290:328,
X,Y,X,Y
265,750.149,199.95,2845.48
266,710.134,200.95,2785.41
267,1170.36,201.95,3162.66
268,980.255,202.95,3550.02
269,1050.29,203.95,3853.94
270,1190.38,204.95,4057.7
271,1040.29,205.95,4455.28
272,1020.28,206.95,4819.51
273,1460.56,207.95,5150.36
274,1670.74,208.95,5163.72
275,1540.63,209.95,5815.61
276,1520.61,210.95,6574.78
277,2141.21,211.95,7769.3
278,2191.27,212.95,9148.79
279,3142.61,213.95,10710.3
280,3863.95,214.95,12608.6
281,4966.52,215.95,15375.6
282,5558.17,216.95,16579.1
283,6230.26,217.95,18920.8
284,7123.41,218.95,21289.1
285,8910.97,219.95,22965.2
286,9795.33,220.95,24936.5
287,12350.2,221.95,26730.7
288,16622.7,222.95,28804.1
289,18954.5,223.95,32313.2
290,25591.8,224.95,37762.3
291,29731.5,225.95,44321.6
292,39782.9,226.95,54113.1
293,45120,227.95,64743.2
294,53739.4,228.95,75555.6
295,65694.7,229.95,86089.7
296,79691.6,230.95,97979.9
297,90442.9,231.95,109235
298,104257,232.95,120728
299,115119,233.95,130439
300,130577,234.95,139180
301,148006,235.95,150101
302,161543,236.95,161369
303,172909,237.95,171576
304,187113,238.95,184382
305,202707,239.95,197655
306,212063,240.95,212345
307,224664,241.95,225823
308,237452,242.95,242039
309,250699,243.95,254876
310,263083,244.95,269252
311,274953,245.95,283270
312,286151,246.95,298399
313,293067,247.95,315078
314,307973,248.95,330378
315,320211,249.95,347793
316,327291,250.95,361781
317,338175,251.95,376889
318,348686,252.95,392111
319,355534,253.95,400511
320,365219,254.95,409350
321,374121,255.95,410360
322,377957,256.95,413712
323,378495,257.95,409947
324,386931,258.95,406580
325,390511,259.95,398762
326,391858,260.95,387899
327,394349,261.95,377100
328,393735,262.95,368275
329,390944,263.95,356182
330,393928,264.95,343189
331,386367,265.95,334542
332,387807,266.95,325140
333,384639,267.95,312816
334,381116,268.95,301452
335,378997,269.95,291109
336,371579,270.95,282834
337,366040,271.95,272957
338,362770,272.95,264727
339,354314,273.95,255707
340,353569,274.95,247935
341,345440,275.95,238679
342,342624,276.95,231947
343,338175,277.95,222287
344,327923,278.95,216617
345,320981,279.95,203991
346,317577,280.95,194792
347,315527,281.95,187487
348,310899,282.95,177495
349,301474,283.95,167427
350,296666,284.95,156783
351,294820,285.95,147015
352,280195,286.95,137240
353,276291,287.95,124756
354,261741,288.95,114356
355,260344,289.95,103898
356,252373,0,0
357,245064,0,0
358,233207,0,0
359,228769,0,0
360,222565,0,0
361,216879,0,0
362,207680,0,0
363,202022,0,0
364,194196,0,0
365,187739,0,0
366,181444,0,0
367,175048,0,0
368,168627,0,0
369,161597,0,0
370,158572,0,0
371,153380,0,0
372,147725,0,0
373,141141,0,0
374,137428,0,0
375,132095,0,0
376,126563,0,0
377,123696,0,0
378,119228,0,0
379,114950,0,0
380,110998,0,0
381,107308,0,0
382,104700,0,0
383,99441.5,0,0
384,96486.5,0,0
385,94186.6,0,0
386,90034.4,0,0
387,87281.5,0,0
388,84135.5,0,0
389,83164.5,0,0
390,78379,0,0
391,74613,0,0
392,74062.2,0,0
393,71186.1,0,0
394,68666.5,0,0
395,67185.2,0,0
396,63988.3,0,0
397,62768.8,0,0
398,60817.1,0,0
399,57331.7,0,0
400,57063.9,0,0
401,55478.1,0,0
402,52999.1,0,0
403,49743,0,0
404,47988.9,0,0
405,45826.6,0,0
406,44966.4,0,0
407,43257.5,0,0
408,42030.5,0,0
