0.000295355	0
0.000296065	0
0.000296775	0
0.000297485	0
0.000298195	0
0.000298905	0
0.000299615	0
0.000300325	10803
0.000301035	16017
0.000301745	17131
0.000302455	17986
0.000303165	18685
0.000303875	19587
0.000304585	19500
0.000305295	20294
0.000306005	21154
0.000306715	21914
0.000307425	23077
0.000308135	23104
0.000308845	24575
0.000309555	24181
0.000310265	25421
0.000310975	25288
0.000311685	25154
0.000312395	25400
0.000313105	25518
0.000313815	25568
0.000314525	25038
0.000315235	24927
0.000315945	24258
0.000316655	23901
0.000317365	22881
0.000318075	22293
0.000318785	22085
0.000319495	20954
0.000320205	20221
0.000320915	20139
0.000321625	19211
0.000322335	19177
0.000323045	18580
0.000323755	18204
0.000324465	18097
0.000325175	17279
0.000325885	16654
0.000326595	15741
0.000327305	15356
0.000328015	14793
0.000328725	14055
0.000329435	13360
0.000330145	13340
0.000330855	12258
0.000331565	11983
0.000332275	11716
0.000332985	10975
0.000333695	9882
0.000334405	9855
0.000335115	9145
0.000335825	8672
0.000336535	8683
0.000337245	7595
0.000337955	7755
0.000338665	7037
0.000339375	6417
0.000340085	6109
0.000340795	6272
0.000341505	5888
0.000342215	4998
0.000342925	5072
0.000343635	5072
0.000344345	4540
0.000345055	4110
0.000345765	4060
0.000346475	3428
0.000347185	3183
0.000347895	3132
0.000348605	3288
0.000349315	2863
0.000350025	2547
0.000350735	2471
0.000351445	2459
0.000352155	2142
0.000352865	1797
0.000353575	1810
0.000354285	1739
0.000354995	1650
0.000355705	1292
0.000356415	1296
0.000357125	1182
0.000357835	955
0.000358545	885
0.000359255	944
0.000359965	875
0.000360675	148
0.000361385	0
0.000362095	0
0.000362805	0
0.000363515	0
0.000364225	0
0.000364935	0
0.000365645	0
