0.000246375	0
0.000249125	0
0.000251875	0
0.000254625	0
0.000257375	0
0.000260125	0
0.000262875	0
0.000265625	7007
0.000268375	3688
0.000271125	1743
0.000273875	1322
0.000276625	1129
0.000279375	498
0.000282125	432
0.000284875	288
0.000287625	354
0.000290375	165
0.000293125	152
0.000295875	141
0.000298625	58
0.000301375	103
0.000304125	84
0.000306875	188
0.000309625	132
0.000312375	97
0.000315125	58
0.000317875	689
0.000320625	6332
0.000323375	27692
0.000326125	50309
0.000328875	60841
0.000331625	72122
0.000334375	79238
0.000337125	77541
0.000339875	65172
0.000342625	53955
0.000345375	46988
0.000348125	44234
0.000350875	41670
0.000353625	34912
0.000356375	26468
0.000359125	22273
0.000361875	18467
0.000364625	16695
0.000367375	14347
0.000370125	12108
0.000372875	9449
0.000375625	8356
0.000378375	7448
0.000381125	5967
0.000383875	5351
0.000386625	4885
0.000389375	4351
0.000392125	3672
0.000394875	3344
0.000397625	2870
0.000400375	2595
0.000403125	2400
0.000405875	1999
0.000408625	1886
0.000411375	1657
0.000414125	1410
0.000416875	1230
0.000419625	1083
0.000422375	956
0.000425125	846
0.000427875	813
0.000430625	660
0.000433375	526
0.000436125	522
0.000438875	373
0.000441625	288
0.000444375	287
0.000447125	178
0.000449875	124
0.000452625	86
0.000455375	64
0.000458125	53
0.000460875	86
0.000463625	119
0.000466375	183
0.000469125	211
0.000471875	232
0.000474625	225
0.000477375	291
0.000480125	277
0.000482875	322
0.000485625	347
0.000488375	370
0.000491125	338
0.000493875	375
0.000496625	287
0.000499375	256
0.000502125	0
0.000504875	0
0.000507625	0
0.000510375	0
0.000513125	0
0.000515875	0
0.000518625	0
