0.000295355	0
0.000296065	0
0.000296775	0
0.000297485	0
0.000298195	0
0.000298905	0
0.000299615	0
0.000300325	3474
0.000301035	5033
0.000301745	5421
0.000302455	5590
0.000303165	5875
0.000303875	6152
0.000304585	6189
0.000305295	6360
0.000306005	6666
0.000306715	6923
0.000307425	7215
0.000308135	7164
0.000308845	7794
0.000309555	7446
0.000310265	8001
0.000310975	7826
0.000311685	7910
0.000312395	7980
0.000313105	7991
0.000313815	7929
0.000314525	7953
0.000315235	7916
0.000315945	7652
0.000316655	7452
0.000317365	7147
0.000318075	7038
0.000318785	6954
0.000319495	6573
0.000320205	6460
0.000320915	6344
0.000321625	6011
0.000322335	6037
0.000323045	5849
0.000323755	5764
0.000324465	5705
0.000325175	5570
0.000325885	5262
0.000326595	4989
0.000327305	4849
0.000328015	4684
0.000328725	4437
0.000329435	4230
0.000330145	4265
0.000330855	3846
0.000331565	3714
0.000332275	3756
0.000332985	3410
0.000333695	3069
0.000334405	3100
0.000335115	2954
0.000335825	2670
0.000336535	2757
0.000337245	2425
0.000337955	2373
0.000338665	2229
0.000339375	2053
0.000340085	1933
0.000340795	1982
0.000341505	1946
0.000342215	1637
0.000342925	1643
0.000343635	1588
0.000344345	1392
0.000345055	1329
0.000345765	1270
0.000346475	1112
0.000347185	1037
0.000347895	981
0.000348605	1018
0.000349315	906
0.000350025	792
0.000350735	758
0.000351445	790
0.000352155	666
0.000352865	593
0.000353575	588
0.000354285	505
0.000354995	555
0.000355705	430
0.000356415	383
0.000357125	412
0.000357835	302
0.000358545	303
0.000359255	292
0.000359965	276
0.000360675	51
0.000361385	0
0.000362095	0
0.000362805	0
0.000363515	0
0.000364225	0
0.000364935	0
0.000365645	0
