0.00025874	0
0.00026022	0
0.0002617	0
0.00026318	0
0.00026466	0
0.00026614	0
0.00026762	0
0.0002691	74
0.00027058	95
0.00027206	43
0.00027354	45
0.00027502	0
0.0002765	0
0.00027798	0
0.00027946	58
0.00028094	286
0.00028242	14
0.0002839	3
0.00028538	34
0.00028686	102
0.00028834	141
0.00028982	309
0.0002913	441
0.00029278	561
0.00029426	960
0.00029574	1352
0.00029722	1624
0.0002987	1884
0.00030018	2327
0.00030166	2385
0.00030314	2525
0.00030462	2619
0.0003061	2634
0.00030758	2991
0.00030906	3156
0.00031054	3184
0.00031202	3481
0.0003135	3181
0.00031498	3225
0.00031646	3246
0.00031794	3483
0.00031942	3546
0.0003209	3375
0.00032238	3505
0.00032386	3405
0.00032534	3303
0.00032682	3307
0.0003283	3069
0.00032978	3038
0.00033126	3156
0.00033274	3078
0.00033422	2962
0.0003357	2856
0.00033718	2663
0.00033866	2477
0.00034014	2312
0.00034162	2438
0.0003431	2122
0.00034458	1925
0.00034606	1829
0.00034754	1747
0.00034902	1604
0.0003505	1662
0.00035198	1390
0.00035346	1284
0.00035494	1119
0.00035642	991
0.0003579	845
0.00035938	849
0.00036086	762
0.00036234	717
0.00036382	591
0.0003653	556
0.00036678	535
0.00036826	441
0.00036974	402
0.00037122	366
0.0003727	260
0.00037418	261
0.00037566	203
0.00037714	213
0.00037862	208
0.0003801	183
0.00038158	131
0.00038306	69
0.00038454	88
0.00038602	84
0.0003875	44
0.00038898	33
0.00039046	32
0.00039194	7
0.00039342	10
0.0003949	3
0.00039638	0
0.00039786	0
0.00039934	0
0.00040082	0
0.0004023	0
0.00040378	0
0.00040526	0
