ps excitado a 230 los demas a 259								
								
								
								
8								
4096								
PS 5%naf DeltaDiode:329.9964(2)	PS 5%naf DeltaDiode:329.9964(2)	Pulso DeltaDiode:259.9963	PS DeltaDiode:329.9964(2)	5 Cef3 DeltaDiode:329.9964(2)	10 CeF3 DeltaDiode:329.9964(2)	10 NF DeltaDiode:329.9964(2)	15 NF DeltaDiode:329.9964(2)	20 NF DeltaDiode:329.9964(2)
X	Y	Y	Y	Y	Y	Y	Y	Y
756.201965	16	0	5	7	8	10	7	12
756.4088	15	0	9	7	5	13	18	9
756.6156	14	2	7	11	8	20	12	13
756.822449	11	1	7	6	13	24	13	9
757.0293	12	0	7	6	8	13	9	10
757.236145	15	1	11	8	4	14	11	16
757.443	18	1	4	13	11	18	9	12
757.649841	16	1	9	8	9	14	13	13
757.8567	18	0	4	8	10	14	19	9
758.0635	15	1	8	6	10	16	11	11
758.2703	12	0	10	8	5	17	19	12
758.4772	15	0	10	7	11	12	18	15
758.684	13	0	8	5	14	16	16	21
758.890869	13	0	4	13	10	13	16	12
759.0977	16	1	10	6	6	19	15	13
759.3045	11	0	10	5	9	18	15	13
759.511353	16	2	7	6	6	16	14	13
759.7182	15	0	9	6	9	11	7	16
759.925049	13	0	5	6	1	13	17	10
760.1319	16	0	10	9	9	7	10	18
760.338745	14	0	6	4	12	16	10	11
760.545532	18	1	11	10	9	17	8	13
760.7524	17	0	4	15	9	18	10	14
760.9592	13	0	6	10	3	9	15	15
761.1661	17	0	8	6	1	14	18	20
761.3729	12	0	9	12	13	12	13	9
761.5798	14	0	6	21	6	15	9	17
761.7866	13	0	10	6	6	15	23	13
761.9934	17	0	7	8	8	10	15	6
762.200256	18	0	6	9	8	15	12	14
762.4071	20	1	1	6	10	13	22	14
762.613953	9	0	6	5	8	12	12	16
762.8208	15	0	6	8	7	16	11	16
763.027649	21	0	5	7	8	19	17	17
763.234436	16	1	3	2	4	16	10	17
763.4413	18	1	1	7	10	13	18	11
763.648132	9	0	7	13	10	16	12	13
763.855	15	1	5	10	10	19	14	14
764.0618	12	0	7	12	13	13	15	11
764.2687	17	0	7	9	11	15	10	15
764.475464	9	1	6	8	9	16	11	10
764.6823	17	1	4	8	12	16	13	12
764.88916	10	0	4	10	7	16	9	16
765.096	19	1	6	9	10	13	9	21
765.302856	18	0	10	7	10	15	13	14
765.5097	13	0	5	6	7	13	5	11
765.716553	13	1	9	7	11	12	8	15
765.92334	10	1	7	9	6	25	11	8
766.1302	9	0	6	12	9	15	12	12
766.337036	11	0	8	8	8	17	14	13
766.5439	17	0	9	6	10	15	6	12
766.750732	14	0	3	7	11	20	10	18
766.9576	14	0	4	4	5	19	12	10
767.164368	11	1	9	10	10	13	16	15
767.3712	24	0	3	10	8	15	16	8
767.578064	18	0	3	11	13	15	17	11
767.7849	19	0	7	11	12	22	17	16
767.99176	15	0	9	6	9	10	11	12
768.1986	16	0	8	8	11	14	14	13
768.405457	16	0	7	6	11	13	8	8
768.612244	18	1	6	3	8	17	10	15
768.8191	11	1	5	4	7	14	13	9
769.02594	13	1	6	6	5	15	14	6
769.2328	16	0	5	9	9	11	21	14
769.439636	21	0	8	15	8	18	13	13
769.6465	17	1	7	9	8	16	14	17
769.8533	15	0	8	7	6	14	14	22
770.0601	14	0	6	5	13	12	14	17
770.266968	14	1	10	7	11	16	16	7
770.4738	14	0	8	13	10	16	11	13
770.680664	15	1	7	8	7	8	21	6
770.8875	12	0	7	8	10	15	13	15
771.09436	19	0	7	4	11	14	12	13
771.301147	15	0	11	3	8	11	10	9
771.508	11	0	7	12	7	12	16	13
771.714844	11	0	7	11	13	14	13	11
771.9217	21	0	6	7	9	19	13	9
772.12854	16	1	6	11	10	10	20	12
772.3354	24	1	5	9	4	20	11	14
772.5422	12	0	8	7	12	16	9	13
772.749	15	0	7	8	10	21	24	8
772.9559	14	0	9	9	11	12	10	20
773.1627	19	1	8	8	9	17	17	5
773.369568	13	0	3	8	10	14	10	11
773.5764	21	0	3	7	8	8	14	14
773.7832	17	0	3	6	14	9	9	14
773.990051	19	0	4	10	9	14	12	12
774.1969	15	0	8	7	12	12	13	15
774.403748	15	0	6	11	7	12	16	17
774.6106	17	0	6	9	11	17	18	10
774.817444	14	0	8	8	11	10	8	11
775.0243	19	1	13	9	11	20	22	12
775.2311	17	0	7	9	7	12	9	6
775.4379	16	0	5	6	4	15	13	11
775.6448	15	0	10	7	8	11	16	18
775.8516	13	0	10	4	7	11	11	18
776.0585	13	0	4	9	13	13	8	13
776.2653	14	0	8	8	10	12	9	9
776.4721	12	2	7	11	8	16	14	7
776.678955	10	0	9	4	9	9	15	12
776.8858	8	0	7	5	11	15	11	13
777.092651	18	0	3	7	6	13	10	14
777.2995	11	1	5	15	12	17	10	10
777.506348	31	0	9	9	6	20	14	11
777.713135	18	1	8	11	9	11	8	10
777.92	14	0	2	13	5	9	12	9
778.126831	15	0	3	9	10	14	10	6
778.3337	18	0	3	7	5	19	13	15
778.5405	13	0	3	9	11	11	18	13
778.7474	13	1	6	13	8	10	16	9
778.9542	17	0	5	8	17	16	17	10
779.161	22	1	5	5	8	14	11	14
779.367859	9	0	4	14	17	19	13	3
779.5747	24	0	10	7	8	11	12	5
779.781555	8	1	6	18	11	15	9	11
779.9884	12	0	6	7	8	15	13	13
780.195251	13	0	3	12	5	16	13	14
780.402039	18	0	4	6	5	12	7	16
780.6089	13	1	3	6	6	15	9	19
780.815735	17	1	8	5	10	8	13	7
781.0226	15	0	3	12	7	18	15	20
781.229431	14	0	5	9	6	18	10	11
781.4363	18	0	9	15	9	13	15	15
781.6431	16	0	4	4	7	12	21	14
781.8499	18	0	8	7	13	9	9	9
782.056763	14	0	2	4	7	19	15	11
782.2636	22	0	8	3	10	12	10	15
782.470459	15	1	5	6	10	15	12	15
782.6773	16	0	8	8	9	17	11	15
782.884155	16	1	7	12	9	6	13	11
783.090942	10	1	9	4	2	6	13	12
783.2978	11	1	7	9	13	17	11	12
783.504639	17	0	7	10	9	13	7	8
783.7115	19	0	10	7	10	12	11	13
783.918335	14	0	6	7	7	14	14	15
784.1252	11	0	6	3	12	17	15	20
784.332031	17	0	8	7	11	9	16	13
784.5388	13	0	8	4	7	7	13	12
784.745667	16	1	7	6	7	12	13	9
784.9525	13	0	11	8	6	17	10	11
785.159363	9	0	6	5	12	12	6	9
785.3662	18	0	5	8	12	15	12	15
785.573059	12	0	7	9	5	16	7	12
785.779846	12	1	10	4	8	12	11	15
785.9867	7	0	7	8	8	15	11	8
786.193542	13	0	9	5	9	10	16	9
786.4004	15	0	9	7	12	8	11	5
786.607239	18	1	6	9	7	20	10	11
786.8141	19	0	3	6	8	12	10	7
787.0209	16	0	4	5	9	10	17	11
787.2277	17	1	8	6	7	9	8	9
787.4346	19	0	6	6	9	17	9	16
787.6414	13	1	6	11	5	12	11	11
787.848267	10	0	5	8	11	14	10	14
788.0551	13	0	3	4	3	15	17	9
788.261963	10	0	2	6	7	15	11	11
788.46875	23	0	12	10	9	16	12	13
788.6756	15	0	5	5	9	11	11	10
788.882446	16	1	8	10	9	18	18	15
789.0893	18	0	8	7	8	12	17	7
789.296143	11	0	6	3	13	14	9	8
789.503	16	0	5	7	6	16	4	15
789.7098	10	1	4	13	10	15	12	13
789.9166	12	1	8	6	5	17	10	15
790.1235	8	0	2	4	9	14	15	16
790.3303	11	0	3	10	9	16	12	14
790.5372	8	1	4	11	7	15	12	9
790.744	14	0	4	8	9	18	15	10
790.9508	6	0	2	3	17	10	18	8
791.157654	20	0	4	6	13	11	11	10
791.3645	12	0	2	11	13	11	11	16
791.57135	16	0	10	6	13	8	14	17
791.7782	6	1	4	10	10	13	9	14
791.985046	12	0	6	8	7	8	16	15
792.1919	11	0	7	10	8	11	11	10
792.3987	18	1	4	11	8	15	11	7
792.6055	11	0	7	4	12	12	9	10
792.8124	6	0	4	6	17	15	20	9
793.0192	17	0	7	14	8	13	5	10
793.2261	13	0	6	6	16	14	10	13
793.4329	9	1	0	3	15	16	12	11
793.6397	13	0	9	9	4	13	11	13
793.846558	17	0	9	6	5	11	12	13
794.0534	10	0	3	5	8	10	10	12
794.260254	10	0	4	10	5	13	16	9
794.4671	18	1	5	4	8	16	13	8
794.67395	15	0	9	3	10	10	11	8
794.8808	14	1	5	4	12	11	10	4
795.0876	12	2	6	9	8	21	23	15
795.294434	12	0	4	8	8	12	15	10
795.5013	13	0	5	10	7	13	10	11
795.7081	12	0	5	8	9	8	11	15
795.915	14	0	6	5	12	24	10	11
796.1218	15	1	5	2	7	13	16	14
796.3286	16	0	8	11	4	11	11	11
796.535461	17	0	4	9	11	10	8	11
796.7423	10	0	1	9	13	12	14	14
796.949158	9	0	5	6	11	15	13	16
797.156	15	1	3	8	7	12	6	10
797.362854	13	0	5	9	9	18	17	11
797.5697	10	0	10	5	7	13	17	10
797.7765	13	0	9	8	7	23	9	7
797.983337	16	0	7	7	14	12	13	15
798.1902	8	0	7	12	8	11	13	5
798.397034	14	1	6	6	7	14	18	12
798.6039	13	0	7	1	4	12	6	16
798.8107	17	1	11	5	7	9	13	10
799.0175	12	0	3	9	6	11	8	7
799.224365	15	0	5	5	6	18	17	13
799.4312	15	0	5	7	13	19	17	15
799.638062	8	0	5	7	8	14	13	17
799.8449	18	0	2	5	15	13	19	11
800.051758	12	0	6	10	12	12	11	10
800.258545	13	0	10	6	4	18	11	14
800.4654	15	0	7	7	5	11	5	13
800.672241	13	0	10	7	9	11	15	13
800.8791	11	0	4	9	13	15	11	12
801.085938	17	0	3	7	3	13	17	7
801.2928	17	0	8	5	7	7	9	10
801.499634	12	0	4	10	4	17	17	13
801.7064	21	2	10	6	9	10	19	9
801.913269	14	1	9	1	8	21	12	9
802.1201	16	0	6	7	3	16	11	15
802.326965	10	1	8	8	13	16	15	4
802.5338	16	0	3	7	15	15	14	16
802.740662	15	0	5	6	10	6	11	6
802.947449	11	0	3	6	7	12	9	13
803.1543	20	0	3	5	9	12	6	11
803.361145	8	0	4	6	8	15	15	13
803.568	13	1	4	15	6	11	12	10
803.774841	13	0	9	15	18	12	10	13
803.9817	7	0	8	2	5	13	8	15
804.1885	8	0	9	8	11	15	15	11
804.3953	14	0	4	10	11	13	7	6
804.6022	15	0	7	7	8	12	13	11
804.809	14	0	6	8	7	11	16	16
805.015869	18	0	6	11	4	15	11	13
805.2227	19	0	8	4	13	9	16	17
805.429565	13	0	8	4	13	10	8	14
805.636353	18	1	4	9	11	17	9	7
805.8432	9	1	7	13	6	11	19	9
806.050049	12	2	3	7	7	10	17	9
806.2569	13	0	7	9	11	12	14	8
806.463745	21	0	4	4	12	11	8	15
806.6706	16	0	12	10	12	10	15	6
806.8774	18	1	5	8	9	17	9	7
807.0842	10	0	1	11	6	12	11	14
807.2911	19	0	5	7	12	16	13	17
807.4979	13	0	8	8	11	13	11	10
807.7048	12	3	8	6	11	13	17	6
807.9116	12	0	7	8	6	15	15	7
808.118469	16	1	5	1	13	11	14	12
808.325256	8	1	6	6	7	19	11	8
808.5321	17	0	8	3	9	13	11	14
808.738953	15	0	6	9	7	18	9	7
808.9458	15	0	6	7	5	15	10	13
809.152649	18	0	5	7	7	11	11	16
809.3595	16	1	8	8	8	16	11	12
809.5663	15	1	7	5	13	13	8	11
809.773132	8	1	7	6	6	13	13	7
809.98	11	1	7	13	14	5	8	16
810.1868	12	0	7	2	13	11	8	15
810.3937	17	3	5	13	5	5	12	26
810.6005	12	0	6	8	6	9	12	12
810.8074	13	0	6	12	3	12	8	9
811.01416	16	0	4	2	8	9	6	10
811.221	8	0	4	14	12	16	17	20
811.427856	15	0	10	7	8	16	8	11
811.6347	16	0	7	16	10	11	12	19
811.841553	10	0	14	7	11	15	11	15
812.0484	13	0	8	5	11	10	14	13
812.2552	18	0	8	9	10	11	11	10
812.462036	7	0	5	7	9	16	15	10
812.6689	13	1	7	9	6	22	10	7
812.875732	9	0	6	8	10	15	12	12
813.0826	14	0	5	7	8	10	14	9
813.2894	13	1	6	6	5	13	11	9
813.4962	13	0	6	6	10	14	11	8
813.703064	17	0	8	4	5	19	10	5
813.9099	10	2	9	10	4	15	12	13
814.11676	13	0	4	6	8	16	14	8
814.3236	5	0	6	10	5	9	14	15
814.530457	13	0	5	9	10	9	10	9
814.7373	15	0	5	3	2	21	16	8
814.9441	17	0	9	9	12	21	13	9
815.15094	9	2	12	6	7	7	19	12
815.3578	12	1	7	7	6	11	15	4
815.564636	10	0	0	5	7	14	6	11
815.7715	18	0	6	7	4	11	3	10
815.978333	13	1	9	9	6	16	10	11
816.1851	7	0	11	8	8	12	12	6
816.391968	12	0	3	5	4	20	7	7
816.5988	9	0	10	10	8	12	16	9
816.805664	15	0	9	4	9	11	8	10
817.0125	15	0	4	7	12	15	12	8
817.21936	11	0	7	3	2	9	9	3
817.426147	9	0	5	9	13	18	13	8
817.633	12	1	12	6	5	14	11	8
817.839844	15	0	5	3	7	7	14	11
818.0467	14	0	3	9	11	12	14	10
818.25354	10	0	2	9	9	19	11	14
818.4604	15	0	3	9	8	12	11	17
818.667236	14	0	13	7	10	9	10	9
818.874	13	0	2	2	6	16	13	9
819.0809	8	0	5	7	5	11	20	10
819.2877	14	0	4	11	12	17	13	13
819.494568	15	2	10	11	9	12	8	8
819.7014	6	0	4	4	7	13	15	9
819.908264	17	0	4	8	8	15	9	13
820.115051	18	0	10	13	16	9	11	6
820.3219	17	0	4	9	11	16	13	15
820.528748	15	0	6	9	6	13	12	10
820.7356	15	1	5	3	10	12	11	10
820.942444	12	1	2	11	10	15	16	5
821.1493	9	0	5	6	8	12	11	15
821.35614	17	0	4	7	5	8	8	9
821.5629	6	1	4	7	13	15	7	6
821.7698	14	1	4	6	9	11	13	10
821.9766	6	1	5	7	12	10	7	11
822.1835	20	1	4	5	10	12	9	12
822.3903	14	0	0	5	6	10	13	11
822.597168	12	0	4	7	4	14	15	11
822.803955	10	0	5	2	11	10	9	11
823.0108	3	0	8	4	9	8	14	13
823.217651	11	0	7	13	7	12	8	14
823.4245	8	0	9	9	12	11	12	13
823.631348	9	0	6	5	13	18	14	9
823.8382	12	0	3	6	7	8	12	3
824.045044	15	1	7	9	6	6	5	7
824.251831	8	0	2	12	12	22	12	10
824.4587	8	0	6	6	8	12	13	12
824.6655	12	0	4	9	7	13	14	7
824.8724	7	0	8	7	10	10	10	15
825.0792	9	0	7	13	6	13	11	14
825.2861	9	0	3	6	10	16	11	9
825.492859	26	0	1	8	14	14	10	12
825.6997	13	0	6	4	8	18	10	10
825.906555	16	0	5	11	5	13	9	6
826.1134	12	0	4	14	6	9	13	10
826.320251	8	0	7	4	9	11	13	8
826.5271	15	0	7	7	12	18	12	9
826.7339	15	0	6	8	3	16	12	13
826.940735	8	0	6	10	12	16	20	12
827.1476	9	0	4	7	7	9	9	15
827.354431	17	2	7	10	6	9	6	7
827.5613	7	1	5	9	7	17	18	8
827.7681	7	0	9	7	10	11	13	16
827.975	11	0	5	9	18	6	15	10
828.181763	17	0	10	10	8	16	6	11
828.3886	16	1	3	7	9	5	15	14
828.595459	9	0	3	9	11	11	4	6
828.8023	11	0	8	8	3	8	5	10
829.009155	14	0	9	7	5	14	11	14
829.216	18	1	5	8	15	6	14	13
829.4228	8	0	6	8	11	12	10	13
829.629639	5	0	4	11	9	14	10	13
829.8365	15	0	5	4	11	15	15	8
830.043335	16	1	2	7	9	11	10	14
830.2502	12	0	5	7	15	14	14	9
830.457031	13	1	3	6	8	24	17	10
830.6638	17	0	6	4	12	8	13	6
830.870667	12	2	2	6	6	4	9	15
831.0775	10	0	2	4	8	7	11	12
831.284363	11	1	7	11	11	10	8	14
831.4912	7	0	6	13	13	11	21	11
831.698059	14	0	6	4	10	14	11	10
831.9049	11	0	4	3	7	9	8	13
832.1117	12	0	5	11	8	12	11	16
832.318542	8	0	8	7	7	12	9	9
832.5254	11	2	3	4	8	13	15	14
832.732239	15	0	6	7	9	15	15	8
832.9391	12	0	5	6	7	9	10	8
833.145935	8	1	7	7	7	10	10	16
833.3527	9	1	7	9	11	14	8	14
833.5596	12	0	3	9	5	18	6	6
833.7664	13	1	6	6	10	10	7	16
833.973267	19	1	11	7	8	15	7	11
834.1801	11	0	6	5	13	9	14	13
834.386963	24	0	6	8	11	10	8	12
834.5938	18	0	7	6	6	14	12	9
834.8006	12	2	10	5	4	7	12	7
835.007446	7	0	6	7	8	13	13	14
835.2143	9	0	5	7	9	12	19	14
835.421143	14	3	4	8	9	8	8	10
835.628	17	0	6	4	9	12	13	12
835.834839	8	0	5	8	7	17	18	7
836.0416	13	0	4	3	13	14	13	11
836.2485	8	0	9	5	9	14	5	10
836.4553	18	0	8	8	8	10	5	11
836.6622	10	1	3	11	6	15	8	12
836.869	14	0	6	8	5	9	9	9
837.075867	9	1	7	6	9	13	11	10
837.2827	8	0	5	7	11	12	14	8
837.4895	17	0	5	8	5	10	5	10
837.69635	10	1	11	5	8	10	10	6
837.9032	5	0	6	11	10	11	14	10
838.110046	13	0	5	7	5	13	13	6
838.3169	12	0	5	5	9	7	15	15
838.523743	12	0	9	12	6	12	8	12
838.7305	7	0	8	5	10	8	13	6
838.9374	7	0	4	9	9	15	9	10
839.1442	12	0	5	8	5	3	9	17
839.3511	12	1	6	6	8	11	12	3
839.5579	5	0	5	5	7	10	12	9
839.7648	8	0	6	10	8	9	11	10
839.971558	17	0	2	9	6	8	10	7
840.1784	5	0	7	8	14	9	15	10
840.385254	20	0	6	5	8	8	8	10
840.5921	15	2	4	8	11	8	12	19
840.79895	14	0	6	5	6	11	10	11
841.0058	14	0	8	8	9	8	11	11
841.212646	6	0	4	10	10	10	13	9
841.419434	11	0	9	7	11	11	12	15
841.6263	10	0	9	9	4	11	8	16
841.8331	10	0	3	3	6	14	11	14
842.04	13	0	4	11	8	10	15	12
842.2468	13	0	3	7	9	11	10	8
842.4537	9	1	6	8	9	15	12	6
842.660461	14	0	4	8	12	6	8	6
842.8673	7	0	7	7	9	12	16	13
843.074158	12	1	10	5	7	13	8	10
843.281	10	1	6	3	4	11	10	4
843.487854	17	0	5	3	17	18	8	5
843.6947	22	0	5	6	12	4	10	12
843.9015	8	0	6	10	10	10	9	10
844.108337	9	0	9	6	7	14	14	14
844.3152	11	0	13	6	12	11	2	13
844.522034	12	0	7	13	10	12	17	8
844.7289	8	1	10	7	5	4	11	7
844.9357	12	1	5	10	10	9	13	9
845.1426	15	0	10	8	12	14	11	15
845.349365	9	0	7	3	8	9	9	6
845.5562	14	0	5	8	5	14	16	9
845.763062	13	1	5	8	8	18	11	10
845.9699	12	0	4	1	4	9	13	8
846.176758	12	0	3	9	9	12	16	7
846.3836	12	0	7	4	8	13	10	7
846.5904	12	0	3	5	7	15	13	13
846.797241	10	0	8	4	8	8	10	7
847.0041	10	0	7	10	8	13	9	9
